,parentTconst,primaryTitle,seasonNumber,year,numSeasons,startYear,averageRating,numVotes,avgVotes,intYear,yearVotes,propVotes
5632,tt0098844,Law & Order,17.0,2006.842105263158,20.0,1990.0,7.577272727272725,4391,4987.65,2006,1747974,0.25120510945814983
5948,tt0101188,Rugrats,10.0,2006.0,10.0,1991.0,6.2,193,1486.5,2006,1747974,0.011041354162018428
6334,tt0105950,Beavis and Butt-Head,7.0,2006.5,9.0,1993.0,7.924390243902437,4340,3238.75,2006,1747974,0.2482874459231087
6741,tt0108757,ER,13.0,2006.857142857143,15.0,1994.0,7.756521739130435,5645,7128.133333333333,2006,1747974,0.32294530696680845
7448,tt0115147,The Daily Show,12.0,2006.576923076923,27.0,1996.0,6.626086956521738,3245,3368.846153846154,2006,1747974,0.18564349355310777
7689,tt0115355,Silent Witness,11.0,2006.4166666666667,25.0,1996.0,7.540000000000001,1153,1158.5416666666667,2006,1747974,0.06596207952749869
7868,tt0118363,Jonathan Creek,3.0,2006.5,5.0,1997.0,7.7,1893,1907.2,2006,1747974,0.1082968053300564
7898,tt0118375,King of the Hill,10.0,2006.75,13.0,1997.0,7.34,3330,5540.076923076923,2006,1747974,0.19050626611150967
7920,tt0118401,Midsomer Murders,9.0,2006.142857142857,22.0,1997.0,7.7875000000000005,5076,3480.6363636363635,2006,1747974,0.2903933353699769
8090,tt0121955,South Park,10.0,2006.391304347826,24.0,1997.0,8.314285714285713,41187,30431.916666666668,2006,1747974,2.3562707454458707
8885,tt0149460,Futurama,6.0,2006.7777777777778,10.0,1999.0,7.725,2559,26076.5,2006,1747974,0.14639805855235832
9013,tt0157246,Will & Grace,5.0,2006.8,11.0,1998.0,7.683333333333334,6246,6616.363636363636,2006,1747974,0.35732796940915595
9042,tt0158552,Charmed,8.0,2006.0,8.0,1998.0,7.659090909090909,11109,13782.625,2006,1747974,0.6355357688386669
9513,tt0165598,That '70s Show,8.0,2006.0,8.0,1998.0,6.7,13630,18663.5,2006,1747974,0.779759882011975
10140,tt0182576,Family Guy,8.0,2006.7,21.0,1999.0,7.352380952380951,34412,25156.105263157893,2006,1747974,1.968679167996778
10182,tt0184111,"Ed, Edd n Eddy",5.0,2006.2,6.0,1999.0,6.868181818181816,1716,1284.3333333333333,2006,1747974,0.09817079659079597
10542,tt0200276,The West Wing,7.0,2006.0,7.0,1999.0,8.35,11793,15541.857142857143,2006,1747974,0.6746667856615717
10667,tt0203259,Law & Order: Special Victims Unit,9.0,2006.6521739130435,24.0,1999.0,8.573684210526315,17344,16672.590909090908,2006,1747974,0.9922344382696768
10783,tt0206512,SpongeBob SquarePants,5.0,2006.3333333333333,13.0,1999.0,7.125000000000002,8980,10141.846153846154,2006,1747974,0.51373761852293
10901,tt0212671,Malcolm in the Middle,7.0,2006.0,7.0,2000.0,7.9045454545454525,11055,12348.285714285714,2006,1747974,0.6324464780368587
11270,tt0235918,The Fairly OddParents,4.0,2006.3333333333333,10.0,2001.0,7.100000000000001,2279,1531.0,2006,1747974,0.13037951365409325
11280,tt0235923,Invader ZIM,2.0,2006.0,2.0,2001.0,8.057142857142859,1027,2665.0,2006,1747974,0.058753734323279405
11389,tt0239195,Survivor,13.0,2006.3,41.0,2000.0,7.54375,1605,2008.475,2006,1747974,0.09182058772041232
11390,tt0239195,Survivor,14.0,2006.825,41.0,2000.0,6.966666666666668,1316,2008.475,2006,1747974,0.07528716102184586
11576,tt0247082,CSI: Crime Scene Investigation,7.0,2006.4285714285713,15.0,2000.0,8.125,18137,14383.133333333333,2006,1747974,1.0376012457851205
11653,tt0247882,Forensic Files,11.0,2006.7142857142858,15.0,1996.0,7.095238095238097,2856,1754.0,2006,1747974,0.1633891579623038
11689,tt0249327,Yu-Gi-Oh!,5.0,2006.0,5.0,2000.0,7.8549999999999995,3807,6599.6,2006,1747974,0.21779500152748268
11721,tt0251497,Big Brother,8.0,2006.6818181818182,23.0,2000.0,6.596969696969697,811,1021.9545454545455,2006,1747974,0.04639657111604635
11844,tt0259733,Waking the Dead,6.0,2006.875,9.0,2000.0,7.666666666666667,1334,1151.4444444444443,2006,1747974,0.07631692462244861
11955,tt0264235,Curb Your Enthusiasm,4.0,2006.3,11.0,2000.0,8.429999999999998,13301,13355.4,2006,1747974,0.7609380917565135
12181,tt0275140,Law & Order: Criminal Intent,6.0,2006.5555555555557,10.0,2001.0,8.145454545454545,5737,4933.4,2006,1747974,0.32820854314766695
12314,tt0279600,Smallville,6.0,2006.5555555555557,10.0,2001.0,8.29090909090909,22027,21561.2,2006,1747974,1.2601446016931601
12339,tt0280277,Mr. Bean: The Animated Series,2.0,2006.25,5.0,2002.0,7.387499999999999,1067,1108.0,2006,1747974,0.061042097880174416
12363,tt0281432,The Dead Zone,5.0,2006.0,6.0,2002.0,7.272727272727274,969,1564.3333333333333,2006,1747974,0.05543560716578164
12477,tt0285331,24,5.0,2006.142857142857,8.0,2001.0,8.671999999999999,27924,28871.125,2006,1747974,1.5975065990684072
12487,tt0285333,Alias,5.0,2006.0,5.0,2001.0,7.541176470588236,6123,8648.4,2006,1747974,0.3502912514717038
12532,tt0285351,According to Jim,6.0,2006.7142857142858,8.0,2001.0,6.6000000000000005,1579,2086.125,2006,1747974,0.09033315140843055
12558,tt0285403,Scrubs,6.0,2006.625,9.0,2001.0,8.213636363636361,22092,20829.0,2006,1747974,1.2638631924731145
12578,tt0286486,The Shield,5.0,2006.0,7.0,2002.0,8.327272727272726,21147,24330.428571428572,2006,1747974,1.20980060344147
12627,tt0288937,Degrassi: The Next Generation,6.0,2006.3846153846155,14.0,2001.0,7.842105263157893,3092,2428.0714285714284,2006,1747974,0.17689050294798436
12727,tt0292414,McLeod's Daughters,6.0,2006.7142857142858,8.0,2001.0,7.7562500000000005,1074,1167.875,2006,1747974,0.06144256150263105
12832,tt0297494,Aqua Teen Hunger Force,5.0,2006.0,11.0,2000.0,7.45,1139,1683.0,2006,1747974,0.06516115228258544
13082,tt0306274,"What's New, Scooby-Doo?",3.0,2006.0,3.0,2002.0,7.471428571428571,1630,1878.6666666666667,2006,1747974,0.0932508149434717
13110,tt0306414,The Wire,4.0,2006.5,5.0,2002.0,8.769230769230768,38972,40700.4,2006,1747974,2.2295526134828094
13204,tt0312172,Monk,5.0,2006.0,8.0,2002.0,8.012500000000001,15533,15673.625,2006,1747974,0.8886287782312552
13251,tt0313043,CSI: Miami,5.0,2006.4444444444443,10.0,2002.0,7.229166666666664,6543,6940.6,2006,1747974,0.37431906881910143
13417,tt0318883,Everwood,4.0,2006.0,4.0,2002.0,8.077272727272726,1377,1657.25,2006,1747974,0.07877691544611075
13452,tt0318913,Teenage Mutant Ninja Turtles,4.0,2006.5,7.0,2003.0,8.073076923076924,1946,1861.2857142857142,2006,1747974,0.11132888704294229
13540,tt0320808,"The Adventures of Jimmy Neutron, Boy Genius",3.0,2006.0,3.0,2002.0,6.78421052631579,1136,1269.0,2006,1747974,0.06498952501581831
13548,tt0320970,Still Standing,4.0,2006.0,4.0,2002.0,7.87,3296,3672.25,2006,1747974,0.1885611570881489
13557,tt0321018,What I Like About You,4.0,2006.0,4.0,2002.0,7.855555555555558,842,1035.75,2006,1747974,0.04817005287263998
13564,tt0321021,Without a Trace,5.0,2006.6666666666667,7.0,2002.0,7.004166666666667,2596,2797.5714285714284,2006,1747974,0.14851479484248623
13668,tt0330251,The L Word,3.0,2006.0,6.0,2004.0,7.908333333333331,2157,2284.8333333333335,2006,1747974,0.12340000480556347
13750,tt0337792,Wire in the Blood,4.0,2006.2,6.0,2002.0,8.0,856,1021.8333333333334,2006,1747974,0.048970980117553235
13825,tt0343314,Teen Titans,5.0,2006.0,5.0,2003.0,8.292307692307693,3085,3762.2,2006,1747974,0.17649003932552773
13879,tt0346369,Penn & Teller: Bullshit!,4.0,2006.0,8.0,2003.0,7.26,1247,1450.625,2006,1747974,0.07133973388620198
13916,tt0348914,Deadwood,3.0,2006.0,3.0,2004.0,8.491666666666667,14451,17326.333333333332,2006,1747974,0.8267285440172452
13970,tt0353049,Chappelle's Show,3.0,2006.0,3.0,2003.0,7.566666666666666,863,4373.666666666667,2006,1747974,0.04937144374000986
14050,tt0358856,Little Britain,4.0,2006.0,4.0,2003.0,7.6,413,1248.0,2006,1747974,0.02362735372494099
14135,tt0362357,New Tricks,4.0,2006.2727272727273,12.0,2003.0,8.087500000000002,1520,1380.4166666666667,2006,1747974,0.08695781516201041
14197,tt0363328,Drake & Josh,3.0,2006.0,4.0,2004.0,8.16470588235294,3774,3444.5,2006,1747974,0.2159071015930443
14253,tt0364774,Lilo & Stitch: The Series,2.0,2006.0,2.0,2003.0,7.678571428571429,1117,1455.0,2006,1747974,0.06390255232629319
14324,tt0364828,Las Vegas,4.0,2006.75,5.0,2003.0,7.8,2108,2933.8,2006,1747974,0.12059675944836708
14415,tt0368479,Cold Case,4.0,2006.5,7.0,2003.0,8.041666666666666,6612,5315.571428571428,2006,1747974,0.3782664959547453
14426,tt0368530,One Tree Hill,4.0,2006.375,9.0,2003.0,8.733333333333333,7800,6604.888888888889,2006,1747974,0.44623089359452717
14453,tt0369179,Two and a Half Men,4.0,2006.2727272727273,12.0,2003.0,7.979166666666668,24980,21941.25,2006,1747974,1.4290830412809343
14471,tt0370194,Reno 911!,2.0,2006.0,7.0,2003.0,7.712500000000001,1606,1299.7142857142858,2006,1747974,0.0918777968093347
14536,tt0374455,Stargate: Atlantis,3.0,2006.5,5.0,2004.0,7.905000000000001,16084,16090.0,2006,1747974,0.9201509862274839
14557,tt0375355,Joey,2.0,2006.0,2.0,2004.0,7.245454545454546,5526,6532.0,2006,1747974,0.3161374253850458
14603,tt0377253,Rosemary & Thyme,3.0,2006.0,3.0,2003.0,7.762499999999999,1072,1144.6666666666667,2006,1747974,0.0613281433247863
14668,tt0380136,QI,4.0,2006.0,19.0,2003.0,7.146153846153847,1123,1134.0,2006,1747974,0.06424580685982743
14718,tt0381798,Rescue Me,3.0,2006.3333333333333,7.0,2004.0,8.546153846153844,2257,2059.0,2006,1747974,0.129120913697801
14757,tt0383126,MythBusters,4.0,2006.857142857143,15.0,2003.0,7.57142857142857,3763,2308.5714285714284,2006,1747974,0.21527780161489815
14774,tt0383718,W.I.T.C.H.,2.0,2006.0,2.0,2004.0,7.292307692307691,1314,1343.0,2006,1747974,0.0751727428440011
14856,tt0386676,The Office,2.0,2006.0,9.0,2005.0,8.422727272727274,106572,83370.77777777778,2006,1747974,6.096887024635378
14889,tt0387199,Entourage,3.0,2006.0,8.0,2004.0,8.52,17985,10399.75,2006,1747974,1.0289054642689193
14906,tt0387764,Peep Show,3.0,2006.0,9.0,2003.0,8.200000000000001,3408,3264.1111111111113,2006,1747974,0.19496857504745493
14941,tt0389564,The 4400,3.0,2006.0,4.0,2004.0,7.599999999999999,4293,4054.25,2006,1747974,0.24559861874375705
15028,tt0395843,CSI: NY,3.0,2006.25,9.0,2004.0,7.533333333333334,6480,5271.888888888889,2006,1747974,0.3707148962169918
15065,tt0396991,LazyTown,2.0,2006.0,4.0,2002.0,6.781818181818181,584,3796.25,2006,1747974,0.03341010793066716
15075,tt0397138,Corner Gas,3.0,2006.0,6.0,2004.0,7.889473684210526,1749,1624.6666666666667,2006,1747974,0.10005869652523436
15087,tt0397306,American Dad!,2.0,2006.0666666666666,16.0,2005.0,7.552631578947368,12159,9374.6875,2006,1747974,0.6956053122071609
15130,tt0398417,The Batman,3.0,2006.0,5.0,2004.0,7.723076923076923,1609,1841.6,2006,1747974,0.09204942407610182
15249,tt0402711,Boston Legal,3.0,2006.0,5.0,2004.0,8.3375,6835,5823.6,2006,1747974,0.391024122784435
15413,tt0410975,Desperate Housewives,3.0,2006.2857142857142,8.0,2004.0,8.226086956521737,13147,11470.125,2006,1747974,0.7521278920624678
15433,tt0411008,Lost,3.0,2006.4,6.0,2004.0,8.55454545454545,115352,100158.66666666667,2006,1747974,6.599182825373833
15470,tt0412175,Medium,2.0,2006.0,7.0,2005.0,8.036363636363639,4704,3537.5714285714284,2006,1747974,0.2691115542908533
15489,tt0413573,Grey's Anatomy,3.0,2006.8823529411766,18.0,2005.0,8.296,30754,23271.41176470588,2006,1747974,1.7594083207187292
15577,tt0415463,Zoey 101,2.0,2006.0,4.0,2005.0,7.866666666666667,1262,1386.75,2006,1747974,0.0721978702200376
15626,tt0417299,Avatar: The Last Airbender,2.0,2006.5,3.0,2005.0,8.765,66127,71368.66666666667,2006,1747974,3.78306542316991
15724,tt0421030,Big Love,1.0,2006.0,5.0,2006.0,7.691666666666666,2776,1987.0,2006,1747974,0.15881243084851376
15931,tt0426371,The Suite Life of Zack & Cody,2.0,2006.5,3.0,2005.0,7.489743589743587,5427,4212.0,2006,1747974,0.31047372558173064
16016,tt0428167,Stromberg,2.0,2006.0,5.0,2004.0,8.1,1184,1013.4,2006,1747974,0.06773556128409233
16157,tt0433309,Numb3rs,2.0,2006.0,6.0,2005.0,7.454166666666669,5746,4572.166666666667,2006,1747974,0.32872342494796836
16219,tt0436992,Doctor Who,2.0,2006.3333333333333,13.0,2005.0,7.8999999999999995,95213,84807.08333333333,2006,1747974,5.447048983566117
16234,tt0437005,Hell's Kitchen,3.0,2006.6842105263158,20.0,2005.0,6.8999999999999995,1086,1140.2,2006,1747974,0.062129070569699546
16312,tt0437745,Robot Chicken,2.0,2006.6,11.0,2005.0,7.428571428571427,3434,2149.6363636363635,2006,1747974,0.1964560113594367
16332,tt0439100,Weeds,2.0,2006.0,8.0,2005.0,8.075,9052,7875.5,2006,1747974,0.517856672925341
16387,tt0441059,Kaamelott,3.0,2006.0,6.0,2004.0,7.8210000000000015,2307,2056.1666666666665,2006,1747974,0.13198136814391975
16712,tt0451469,Power Rangers Mystic Force,1.0,2006.0,1.0,2006.0,7.209375,1540,1540.0,2006,1747974,0.08810199694045792
16722,tt0452046,Criminal Minds,2.0,2006.0714285714287,15.0,2005.0,8.017391304347827,47458,36776.46666666667,2006,1747974,2.715028942078086
16863,tt0458253,The Closer,2.0,2006.1666666666667,7.0,2005.0,8.42,5282,4664.0,2006,1747974,0.3021784076879862
16871,tt0458254,The Colbert Report,3.0,2006.8,11.0,2005.0,6.510869565217394,2127,1805.8181818181818,2006,1747974,0.12168373213789221
16923,tt0460091,My Name Is Earl,2.0,2006.3333333333333,4.0,2005.0,7.913043478260868,12121,12090.0,2006,1747974,0.6934313668281107
16930,tt0460619,Lucky Louie,1.0,2006.0,1.0,2006.0,7.823076923076924,2509,2509.0,2006,1747974,0.14353760410623956
16943,tt0460627,Bones,2.0,2006.090909090909,12.0,2005.0,7.942857142857142,20232,15775.25,2006,1747974,1.1574542870774966
16960,tt0460637,Everybody Hates Chris,2.0,2006.3333333333333,4.0,2005.0,7.713636363636362,3441,3571.75,2006,1747974,0.19685647498189332
16968,tt0460644,Ghost Whisperer,2.0,2006.25,5.0,2005.0,7.54090909090909,4763,4459.6,2006,1747974,0.27248689053727343
16975,tt0460649,How I Met Your Mother,2.0,2006.125,9.0,2005.0,8.450000000000001,78149,79841.0,2006,1747974,4.470833090194706
17006,tt0460681,Supernatural,2.0,2006.0714285714287,15.0,2005.0,8.74090909090909,106468,80051.73333333334,2006,1747974,6.090937279387451
17022,tt0460690,The Unit,1.0,2006.0,4.0,2006.0,7.842857142857143,3338,3510.75,2006,1747974,0.19096393882288867
17063,tt0462128,The New Adventures of Old Christine,1.0,2006.0,5.0,2006.0,7.592307692307693,1938,1894.8,2006,1747974,0.11087121433156329
17129,tt0463811,Courting Alex,1.0,2006.0,1.0,2006.0,8.153846153846153,4049,4049.0,2006,1747974,0.23163960104669748
17197,tt0465353,Sleeper Cell,2.0,2006.0,2.0,2005.0,7.9625,779,1001.5,2006,1747974,0.044565880270530336
17332,tt0472954,It's Always Sunny in Philadelphia,3.0,2006.8823529411766,18.0,2005.0,8.633333333333333,36379,24882.35714285714,2006,1747974,2.0812094459070902
17498,tt0478942,Life on Mars,1.0,2006.0,2.0,2006.0,8.200000000000001,4326,3869.5,2006,1747974,0.24748651867819543
17536,tt0481452,Nightmares & Dreamscapes: From the Stories of Stephen King,1.0,2006.0,1.0,2006.0,6.4,4540,4540.0,2006,1747974,0.25972926370758376
17568,tt0484082,The Class,1.0,2006.0,1.0,2006.0,8.23157894736842,1333,1333.0,2006,1747974,0.07625971553352624
17595,tt0485301,Torchwood,1.0,2006.0,4.0,2006.0,7.515384615384615,15282,10431.25,2006,1747974,0.8742692969117389
17602,tt0485842,Studio 60 on the Sunset Strip,1.0,2006.0,1.0,2006.0,8.440909090909093,6947,6947.0,2006,1747974,0.39743154074374104
17661,tt0487831,The IT Crowd,1.0,2006.0,5.0,2006.0,8.033333333333333,13631,10472.0,2006,1747974,0.7798170911008974
17724,tt0491603,H2O: Just Add Water,1.0,2006.0,3.0,2006.0,8.169230769230769,3385,2835.3333333333335,2006,1747974,0.1936527660022403
17734,tt0491738,Psych,1.0,2006.0,8.0,2006.0,8.1625,15993,13363.375,2006,1747974,0.9149449591355477
17757,tt0493093,Hannah Montana,1.0,2006.0,4.0,2006.0,6.98846153846154,6902,5095.75,2006,1747974,0.39485713174223414
17770,tt0493334,Yu-Gi-Oh! GX,3.0,2006.6666666666667,4.0,2004.0,7.651923076923075,1819,1924.75,2006,1747974,0.10406333274980063
17792,tt0495212,Hellsing Ultimate,1.0,2006.0,1.0,2006.0,8.26,3419,3419.0,2006,1747974,0.19559787502560105
17816,tt0496424,30 Rock,1.0,2006.0,7.0,2006.0,7.904545454545455,24287,16072.142857142857,2006,1747974,1.3894371426577283
17929,tt0756509,Kyle XY,1.0,2006.0,3.0,2006.0,8.18,3226,3326.3333333333335,2006,1747974,0.18455652086358265
17954,tt0758737,Brothers & Sisters,1.0,2006.0,5.0,2006.0,7.895833333333333,3190,2216.8,2006,1747974,0.18249699366237712
17959,tt0758745,Friday Night Lights,1.0,2006.0,5.0,2006.0,8.036363636363637,14639,7247.0,2006,1747974,0.8374838527346516
17990,tt0759475,'Til Death,1.0,2006.0,4.0,2006.0,7.509090909090909,1556,1313.0,2006,1747974,0.08901734236321593
18000,tt0760437,Ben 10,2.0,2006.0,4.0,2005.0,8.246153846153845,3666,3567.5,2006,1747974,0.20972851998942776
18117,tt0773262,Dexter,1.0,2006.0,8.0,2006.0,8.841666666666665,70179,55004.625,2006,1747974,4.014876651483374
18137,tt0774809,Fate/stay night,1.0,2006.0,1.0,2006.0,6.974999999999999,1422,1422.0,2006,1747974,0.08135132444761764
18262,tt0787985,Robin Hood,1.0,2006.0,3.0,2006.0,7.7846153846153845,3136,2523.3333333333335,2006,1747974,0.17940770286056887
18292,tt0791205,Ergo Proxy,1.0,2006.0,1.0,2006.0,7.730434782608695,3258,3258.0,2006,1747974,0.18638721170909864
18345,tt0795176,Planet Earth,1.0,2006.0,1.0,2006.0,8.78181818181818,31263,31263.0,2006,1747974,1.7885277469802183
18369,tt0796264,Eureka,1.0,2006.0,5.0,2006.0,7.858333333333333,7069,6510.0,2006,1747974,0.4044110495922708
18412,tt0801425,Day Break,1.0,2006.0,1.0,2006.0,7.984615384615383,2030,2030.0,2006,1747974,0.11613445051242181
18448,tt0805663,Jericho,1.0,2006.0,2.0,2006.0,7.881818181818182,16241,10636.5,2006,1747974,0.9291328131882969
18453,tt0805666,Shark,1.0,2006.0,2.0,2006.0,7.945454545454544,4008,3102.5,2006,1747974,0.22929402840088012
18457,tt0805669,Ugly Betty,1.0,2006.0,4.0,2006.0,7.913043478260868,5702,3739.75,2006,1747974,0.3262062250353838
18576,tt0810705,Nana,1.0,2006.0,1.0,2006.0,8.189583333333331,1096,1096.0,2006,1747974,0.06270116145892331
18591,tt0813715,Heroes,1.0,2006.0,4.0,2006.0,8.308333333333332,47190,27225.5,2006,1747974,2.6996969062468894
18675,tt0823333,Blade: The Series,1.0,2006.0,1.0,2006.0,6.841666666666668,1840,1840.0,2006,1747974,0.10526472361717051
18708,tt0830298,Fantastic Four: World's Greatest Heroes,1.0,2006.0,1.0,2006.0,7.700000000000002,1203,1203.0,2006,1747974,0.06882253397361746
18710,tt0830361,The Lost Room,1.0,2006.0,1.0,2006.0,8.3,1619,1619.0,2006,1747974,0.09262151496532557
18810,tt0839188,Metalocalypse,1.0,2006.0,5.0,2006.0,8.114999999999998,3619,1578.6,2006,1747974,0.20703969281007611
18830,tt0840800,Battlestar Galactica: The Resistance,1.0,2006.0,1.0,2006.0,6.3100000000000005,1446,1446.0,2006,1747974,0.08272434258175465
19009,tt0865409,Frisky Dingo,1.0,2006.0,2.0,2006.0,8.069230769230769,1355,1083.0,2006,1747974,0.0775183154898185
19029,tt0870039,Growing Up Creepie,1.0,2006.0,1.0,2006.0,9.711538461538456,3620,3620.0,2006,1747974,0.2070969018989985
19245,tt0899258,D.Gray-man,1.0,2006.0,1.0,2006.0,7.738461538461538,1860,1860.0,2006,1747974,0.10640890539561801
19791,tt0962826,Black Lagoon,1.0,2006.0,2.0,2006.0,7.916666666666665,2565,2318.0,2006,1747974,0.14674131308589258
19792,tt0962826,Black Lagoon,2.0,2006.0,2.0,2006.0,8.233333333333333,2071,2318.0,2006,1747974,0.11848002315823919
19899,tt0978061,Jumong,1.0,2006.0,1.0,2006.0,7.516049382716046,1834,1834.0,2006,1747974,0.10492146908363625
19983,tt0988818,Gintama,2.0,2006.857142857143,8.0,2005.0,9.12745098039216,7641,7181.75,2006,1747974,0.43713464845586947
19994,tt0988820,The Inspector Lynley Mysteries,5.0,2006.6,6.0,2001.0,7.55,877,1095.5,2006,1747974,0.050172370984923116
22363,tt1138300,Digimon Data Squad,1.0,2006.0,1.0,2006.0,7.872916666666666,1181,1181.0,2006,1747974,0.0675639340173252
23597,tt1230180,The Angry Video Game Nerd,3.0,2006.4285714285713,15.0,2004.0,8.117391304347825,4944,2464.9333333333334,2006,1747974,0.28284173563222337
27900,tt1628033,Top Gear,8.0,2006.5862068965516,30.0,2002.0,8.112499999999999,1699,2240.0689655172414,2006,1747974,0.0971982420791156
31639,tt2234701,CollegeHumor Originals,1.0,2006.0,14.0,2006.0,7.338805970149257,3331,3331.0,2006,1747974,0.19056347520043204
39347,tt4959470,Infrarouge,1.0,2006.0,1.0,2006.0,7.288235294117648,1086,1086.0,2006,1747974,0.062129070569699546
41673,tt6025022,Justice League Unlimited,3.0,2006.0,3.0,2004.0,8.084615384615386,6291,6981.0,2006,1747974,0.35990237841066286
5633,tt0098844,Law & Order,18.0,2007.8947368421052,20.0,1990.0,7.7777777777777795,3832,4987.65,2007,1908823,0.20075198171857736
6146,tt0103484,Mad About You,5.0,2007.4285714285713,8.0,1992.0,7.129166666666667,1902,1916.875,2007,1908823,0.09964255460040035
6742,tt0108757,ER,14.0,2007.9285714285713,15.0,1994.0,7.5894736842105255,3955,7128.133333333333,2007,1908823,0.2071957431359534
6973,tt0108981,The Vicar of Dibley,3.0,2007.0,5.0,1994.0,8.25,780,1144.0,2007,1908823,0.04086287728092128
7355,tt0115083,7th Heaven,11.0,2007.0,11.0,1996.0,6.631818181818181,1392,1481.0,2007,1908823,0.0729245194551826
7449,tt0115147,The Daily Show,13.0,2007.5384615384614,27.0,1996.0,6.800000000000002,3457,3368.846153846154,2007,1908823,0.18110636764121135
7690,tt0115355,Silent Witness,12.0,2007.4583333333333,25.0,1996.0,7.699999999999999,1401,1158.5416666666667,2007,1908823,0.07339601419303937
7899,tt0118375,King of the Hill,11.0,2007.8333333333333,13.0,1997.0,7.341666666666668,2737,5540.076923076923,2007,1908823,0.14338678861266865
7921,tt0118401,Midsomer Murders,10.0,2007.2857142857142,22.0,1997.0,7.5375,4831,3480.6363636363635,2007,1908823,0.2530878976206804
7990,tt0118480,Stargate SG-1,10.0,2007.0,10.0,1997.0,8.035,17733,20691.8,2007,1908823,0.9290017984904834
8091,tt0121955,South Park,11.0,2007.4347826086957,24.0,1997.0,8.542857142857143,40706,30431.916666666668,2007,1908823,2.132518311022028
8685,tt0141842,The Sopranos,6.0,2007.0,6.0,1999.0,8.752380952380953,96537,69711.5,2007,1908823,5.057409723164484
9360,tt0163507,Whose Line Is It Anyway?,8.0,2007.0,8.0,1998.0,7.595238095238095,717,1253.625,2007,1908823,0.037562414115923794
9474,tt0165581,The King of Queens,9.0,2007.0,9.0,1998.0,7.7846153846153845,4419,8126.666666666667,2007,1908823,0.23150391628768094
10141,tt0182576,Family Guy,9.0,2007.8,21.0,1999.0,7.283333333333331,33051,25156.105263157893,2007,1908823,1.7314858423227297
10668,tt0203259,Law & Order: Special Victims Unit,10.0,2007.608695652174,24.0,1999.0,8.65,18281,16672.590909090908,2007,1908823,0.9577105891955409
11357,tt0238784,Gilmore Girls,7.0,2007.0,7.0,2000.0,7.763636363636363,12390,14355.57142857143,2007,1908823,0.6490910891161726
11391,tt0239195,Survivor,15.0,2007.35,41.0,2000.0,7.386666666666667,1436,2008.475,2007,1908823,0.0752296048402602
11392,tt0239195,Survivor,16.0,2007.875,41.0,2000.0,7.646666666666666,1528,2008.475,2007,1908823,0.08004932882724067
11577,tt0247082,CSI: Crime Scene Investigation,8.0,2007.5,15.0,2000.0,7.811764705882354,12153,14383.133333333333,2007,1908823,0.6366750610192773
11654,tt0247882,Forensic Files,12.0,2007.7857142857142,15.0,1996.0,7.133333333333334,1829,1754.0,2007,1908823,0.09581820839333977
11722,tt0251497,Big Brother,9.0,2007.6363636363637,23.0,2000.0,6.021212121212122,602,1021.9545454545455,2007,1908823,0.031537759132198216
12182,tt0275140,Law & Order: Criminal Intent,7.0,2007.6666666666667,10.0,2001.0,8.21818181818182,5109,4933.4,2007,1908823,0.2676518461900344
12271,tt0278866,Kim Possible,4.0,2007.0,4.0,2002.0,7.63913043478261,2296,2331.75,2007,1908823,0.12028354645768623
12315,tt0279600,Smallville,7.0,2007.6666666666667,10.0,2001.0,8.35,18311,21561.2,2007,1908823,0.9592822383217302
12364,tt0281432,The Dead Zone,6.0,2007.0,6.0,2002.0,7.084615384615385,1106,1564.3333333333333,2007,1908823,0.05794146445217812
12454,tt0284718,Crossing Jordan,6.0,2007.0,6.0,2001.0,8.423529411764706,1463,1822.3333333333333,2007,1908823,0.07664408905383055
12460,tt0284722,Reba,6.0,2007.0,6.0,2001.0,7.815384615384615,798,1334.3333333333333,2007,1908823,0.04180586675663485
12478,tt0285331,24,6.0,2007.4285714285713,8.0,2001.0,8.18,26469,28871.125,2007,1908823,1.3866660240368018
12533,tt0285351,According to Jim,7.0,2007.857142857143,8.0,2001.0,6.122222222222222,1417,2086.125,2007,1908823,0.07423422706034033
12559,tt0285403,Scrubs,7.0,2007.75,9.0,2001.0,8.07272727272727,8972,20829.0,2007,1908823,0.4700278653390073
12579,tt0286486,The Shield,6.0,2007.0,7.0,2002.0,8.2,19497,24330.428571428572,2007,1908823,1.021414767110413
12628,tt0288937,Degrassi: The Next Generation,7.0,2007.4615384615386,14.0,2001.0,7.966666666666666,2302,2428.0714285714284,2007,1908823,0.12059787628292408
12689,tt0290988,Trailer Park Boys,5.0,2007.1818181818182,12.0,2001.0,8.74,4177,3095.8333333333335,2007,1908823,0.21882594666975408
12728,tt0292414,McLeod's Daughters,7.0,2007.857142857143,8.0,2001.0,7.64375,1039,1167.875,2007,1908823,0.054431448070355395
12833,tt0297494,Aqua Teen Hunger Force,6.0,2007.5,11.0,2000.0,7.289999999999999,1001,1683.0,2007,1908823,0.05244069251051564
12971,tt0300865,That's So Raven,4.0,2007.0,4.0,2003.0,7.6,1557,2026.5,2007,1908823,0.08156858964922363
13158,tt0310455,Foyle's War,4.0,2007.5714285714287,8.0,2002.0,8.274999999999999,1959,1806.5,2007,1908823,0.10262868794015999
13205,tt0312172,Monk,6.0,2007.0,8.0,2002.0,8.0625,15149,15673.625,2007,1908823,0.7936304204213801
