,parentTconst,primaryTitle,seasonNumber,year,numSeasons,startYear,averageRating,numVotes,avgVotes,intYear,yearVotes,propVotes
27131,tt1533435,Miranda,3.0,2013.0,4.0,2009.0,8.666666666666666,1471,1375.25,2013,4668422,0.03150957646930804
27200,tt1545214,Kung Fu Panda: Legends of Awesomeness,2.0,2013.5,3.0,2011.0,8.06,1498,1604.6666666666667,2013,4668422,0.03208793035419677
27223,tt1548850,Misfits,5.0,2013.0,5.0,2009.0,7.275,3182,5551.6,2013,4668422,0.06816007635984922
27246,tt1551632,Rizzoli & Isles,4.0,2013.0,7.0,2010.0,8.049999999999999,5036,4750.285714285715,2013,4668422,0.10787370978887513
27259,tt1552112,The Glades,4.0,2013.0,4.0,2010.0,7.707692307692308,1615,1837.5,2013,4668422,0.03459413052204792
27272,tt1553656,Under the Dome,1.0,2013.0,3.0,2013.0,7.207692307692307,20139,14476.0,2013,4668422,0.4313877365842248
27339,tt1561755,Bob's Burgers,4.0,2013.5,13.0,2011.0,7.9772727272727275,14657,10669.363636363636,2013,4668422,0.3139604774375581
27405,tt1567432,Teen Wolf,3.0,2013.4,6.0,2011.0,8.945833333333335,34129,19592.666666666668,2013,4668422,0.7310607310136059
27493,tt1578873,Pretty Little Liars,4.0,2013.5,7.0,2010.0,8.166666666666666,17139,17289.428571428572,2013,4668422,0.36712619381881073
27520,tt1582457,The Borgias,3.0,2013.0,3.0,2011.0,8.079999999999998,4247,4929.666666666667,2013,4668422,0.09097292404157122
27534,tt1583607,Hot in Cleveland,4.0,2013.0,6.0,2010.0,7.916666666666665,3269,2733.5,2013,4668422,0.07002366110004622
27556,tt1586680,Shameless,3.0,2013.0,11.0,2011.0,8.708333333333334,21050,17942.090909090908,2013,4668422,0.45090182507065557
27581,tt1587669,Body of Proof,3.0,2013.0,3.0,2011.0,7.7846153846153845,2980,3424.6666666666665,2013,4668422,0.06383313248031133
27624,tt1592154,Nikita,4.0,2013.0,4.0,2010.0,8.783333333333333,2903,9694.75,2013,4668422,0.062183752882665706
27657,tt1595680,Being Human,3.0,2013.0,4.0,2011.0,8.0,1953,2483.0,2013,4668422,0.041834264340284574
27663,tt1595859,Blue Bloods,4.0,2013.0,12.0,2010.0,8.095454545454546,7510,6385.636363636364,2013,4668422,0.1608680620560866
27705,tt1597420,Melissa & Joey,3.0,2013.3333333333333,4.0,2010.0,7.77837837837838,3342,2584.0,2013,4668422,0.0715873586406713
27723,tt1600194,Hawaii Five-0,4.0,2013.3333333333333,10.0,2010.0,8.131818181818181,10735,10860.1,2013,4668422,0.22994922052890676
27732,tt1600199,Franklin & Bash,3.0,2013.0,4.0,2011.0,7.840000000000001,820,1021.5,2013,4668422,0.017564821689213184
27777,tt1604099,Victorious,4.0,2013.0,4.0,2010.0,7.738461538461539,2766,3685.5,2013,4668422,0.0592491424297118
27783,tt1606375,Downton Abbey,4.0,2013.0,6.0,2010.0,8.2,11372,12693.666666666666,2013,4668422,0.2435940881094297
27795,tt1608180,Mike & Molly,4.0,2013.6,6.0,2010.0,6.9363636363636365,2466,2625.3333333333335,2013,4668422,0.05282298815317039
27811,tt1610527,Workaholics,3.0,2013.0,7.0,2011.0,8.18,5578,3212.5714285714284,2013,4668422,0.11948362851515994
27910,tt1628033,Top Gear,18.0,2013.1379310344828,30.0,2002.0,8.1875,2677,2240.0689655172414,2013,4668422,0.05734271666100451
27911,tt1628033,Top Gear,19.0,2013.7931034482758,30.0,2002.0,8.344444444444445,3334,2240.0689655172414,2013,4668422,0.0714159945266302
27948,tt1632701,Suits,3.0,2013.0,9.0,2011.0,8.675,34204,29161.88888888889,2013,4668422,0.7326672695827412
27964,tt1636691,Generator Rex,3.0,2013.0,3.0,2010.0,9.521052631578948,5221,5215.666666666667,2013,4668422,0.11183650492607566
27968,tt1637574,Conan,4.0,2013.3,11.0,2010.0,7.9375,544,1533.4545454545455,2013,4668422,0.01165275975479509
27978,tt1637727,The Killing,3.0,2013.0,4.0,2011.0,8.516666666666667,11590,11574.25,2013,4668422,0.2482637602170498
27985,tt1638319,House of Anubis,3.0,2013.0,3.0,2011.0,8.15609756097561,1086,1410.6666666666667,2013,4668422,0.023262678481079904
27990,tt1641247,Life's Too Short,2.0,2013.0,2.0,2011.0,7.8,268,1051.0,2013,4668422,0.005740697820376992
27994,tt1641384,Young Justice,2.0,2013.6666666666667,4.0,2010.0,9.225000000000001,19438,22764.333333333332,2013,4668422,0.41637195609137306
28017,tt1643266,Ancient Aliens,7.0,2013.5,17.0,2009.0,6.8999999999999995,689,1139.764705882353,2013,4668422,0.014758734321790104
28060,tt1652216,DCI Banks,3.0,2013.0,5.0,2010.0,7.616666666666667,1451,1681.0,2013,4668422,0.031081166184205283
28090,tt1659175,Transformers Prime,3.0,2013.0,3.0,2010.0,8.569230769230769,1203,2183.6666666666665,2013,4668422,0.025768878648931053
28094,tt1660055,Scooby-Doo! Mystery Incorporated,2.0,2013.0,2.0,2010.0,8.392307692307693,5631,6399.5,2013,4668422,0.12061891577068226
28104,tt1661326,Shake It Up,3.0,2013.0,3.0,2010.0,7.6000000000000005,1234,1299.0,2013,4668422,0.02643291459084033
28126,tt1663676,Awkward.,3.0,2013.5,5.0,2011.0,7.595000000000001,3120,2827.8,2013,4668422,0.06683200447603066
28288,tt1693592,Vera,3.0,2013.0,11.0,2011.0,7.925,1431,1618.5454545454545,2013,4668422,0.030652755899102522
28305,tt1695360,The Legend of Korra,3.0,2013.3333333333333,4.0,2012.0,8.8,27088,25803.0,2013,4668422,0.580238890143179
28341,tt1699748,Hell on Wheels,3.0,2013.5,5.0,2011.0,8.31,5295,6408.6,2013,4668422,0.11342162298095587
28356,tt1703925,Wilfred,3.0,2013.0,4.0,2011.0,7.869230769230769,2213,2830.75,2013,4668422,0.04740359804662046
28418,tt1710308,Regular Show,5.0,2013.5714285714287,8.0,2009.0,8.524324324324324,35985,31192.25,2013,4668422,0.7708172054711421
28461,tt1714204,Perception,2.0,2013.5,3.0,2012.0,8.007142857142856,2732,2721.3333333333335,2013,4668422,0.0585208449450371
28538,tt1722512,Ultimate Spider-Man,2.0,2013.6666666666667,4.0,2012.0,7.746153846153847,4136,3768.25,2013,4668422,0.0885952469592509
28548,tt1723760,Dallas,2.0,2013.0,3.0,2012.0,8.093333333333334,2262,1933.0,2013,4668422,0.04845320324512223
28551,tt1723816,Girls,2.0,2013.0,6.0,2012.0,7.43,7177,6196.833333333333,2013,4668422,0.15373503080912565
28631,tt1734537,Agatha Christie's Marple,6.0,2013.0,6.0,2004.0,7.3,2586,4963.166666666667,2013,4668422,0.05539344986378695
28795,tt1751105,My Little Pony: Friendship Is Magic,4.0,2013.75,9.0,2010.0,8.026923076923076,15319,11933.333333333334,2013,4668422,0.3281408578744595
28840,tt1759761,Veep,2.0,2013.1666666666667,7.0,2012.0,8.16,8834,7896.142857142857,2013,4668422,0.18922882292988938
28853,tt1761811,Pound Puppies,3.0,2013.0,3.0,2010.0,5.476923076923076,1452,1226.6666666666667,2013,4668422,0.031102586698460423
28945,tt1780441,Portlandia,3.0,2013.0,8.0,2011.0,7.890909090909091,2315,1633.25,2013,4668422,0.049588490500644546
29046,tt1795096,Behzat Ç.: Bir Ankara Polisiyesi,2.0,2013.0,4.0,2010.0,7.516129032258066,2670,2720.25,2013,4668422,0.057192773061218546
29057,tt1796960,Homeland,3.0,2013.5714285714287,8.0,2011.0,8.166666666666666,36112,31706.375,2013,4668422,0.7735376107815446
29065,tt1797404,House of Lies,2.0,2013.0,5.0,2012.0,7.216666666666668,2578,2185.0,2013,4668422,0.055222085749745846
29075,tt1798274,The Lying Game,2.0,2013.0,2.0,2011.0,8.51,897,1492.5,2013,4668422,0.019214201286858815
29209,tt1819509,Don't Trust the B---- in Apartment 23,2.0,2013.0,2.0,2012.0,7.463157894736843,5943,4653.5,2013,4668422,0.12730211621828533
29259,tt1821681,Touch,2.0,2013.0,2.0,2012.0,7.864285714285714,4029,5515.0,2013,4668422,0.08630325193395114
29279,tt1825133,Smash,2.0,2013.0,2.0,2012.0,7.976470588235294,2102,2659.5,2013,4668422,0.045025920964300144
29295,tt1826940,New Girl,3.0,2013.3333333333333,7.0,2011.0,7.608695652173913,20799,19679.571428571428,2013,4668422,0.44552527599261593
29328,tt1828327,Last Man Standing,3.0,2013.5,9.0,2011.0,7.622727272727274,5564,4987.888888888889,2013,4668422,0.11918374131558801
29358,tt1830617,Grimm,3.0,2013.4,6.0,2011.0,8.559090909090909,19351,19155.5,2013,4668422,0.4145083713511761
29375,tt1832045,Magic City,2.0,2013.0,2.0,2012.0,7.8999999999999995,1498,1714.5,2013,4668422,0.03208793035419677
29393,tt1832979,Hart of Dixie,3.0,2013.6666666666667,4.0,2011.0,7.78181818181818,4560,5125.5,2013,4668422,0.09767754500342943
29406,tt1836037,Longmire,2.0,2013.0,6.0,2012.0,8.66153846153846,11243,8154.5,2013,4668422,0.2408308417705169
29428,tt1837576,Scandal,2.0,2013.0,7.0,2012.0,8.304545454545455,14012,8026.285714285715,2013,4668422,0.3001442457429941
29436,tt1837642,Revenge,3.0,2013.6666666666667,4.0,2011.0,8.363636363636365,14009,15902.75,2013,4668422,0.3000799842002287
29466,tt1839578,Person of Interest,3.0,2013.5,5.0,2011.0,9.095652173913043,70710,66546.0,2013,4668422,1.5146445629808103
29508,tt1843230,Once Upon a Time,3.0,2013.3333333333333,7.0,2011.0,8.545454545454545,33658,30421.0,2013,4668422,0.7209716687994359
29523,tt1843678,Scott & Bailey,3.0,2013.5,5.0,2011.0,7.8875,1366,1196.8,2013,4668422,0.02926042247251855
29533,tt1844624,American Horror Story,4.0,2013.5,13.0,2011.0,8.046153846153846,48136,38747.5,2013,4668422,1.0310978741853243
29548,tt1845307,2 Broke Girls,3.0,2013.4,6.0,2011.0,7.320833333333333,16296,15140.333333333334,2013,4668422,0.3490687003017294
29581,tt1850458,Whitney,2.0,2013.0,2.0,2011.0,7.218749999999999,848,1502.5,2013,4668422,0.018164596088357052
29608,tt1856010,House of Cards,1.0,2013.0,6.0,2013.0,8.492307692307692,68301,53031.6,2013,4668422,1.4630425441401826
29671,tt1865769,Jessie,3.0,2013.6666666666667,4.0,2011.0,7.284615384615384,1835,2144.0,2013,4668422,0.039306643658178285
29747,tt1870479,The Newsroom,2.0,2013.0,3.0,2012.0,8.433333333333334,11333,12838.0,2013,4668422,0.2427586880534793
29842,tt1877889,Teenage Mutant Ninja Turtles,2.0,2013.25,5.0,2012.0,8.423076923076923,3089,2663.4,2013,4668422,0.06616796853412138
29920,tt1888075,Death in Paradise,3.0,2013.0,11.0,2011.0,7.725,3328,2936.1,2013,4668422,0.07128747144109937
30099,tt1936532,Major Crimes,2.0,2013.2,6.0,2012.0,8.436842105263157,4955,3812.6666666666665,2013,4668422,0.10613864813420895
30169,tt1954347,Continuum,2.0,2013.0,4.0,2012.0,8.03076923076923,7178,5958.25,2013,4668422,0.15375645132338078
30176,tt1954804,Saving Hope,2.0,2013.25,5.0,2012.0,8.08888888888889,1420,1192.8,2013,4668422,0.030417130242296003
30187,tt1958961,Lilyhammer,2.0,2013.0,3.0,2012.0,7.8875,2666,2955.6666666666665,2013,4668422,0.057107091004197995
30298,tt1981558,Key and Peele,3.0,2013.5,5.0,2012.0,7.564285714285715,2190,1801.4,2013,4668422,0.04691092621875229
30305,tt1983079,Call the Midwife,3.0,2013.8,11.0,2012.0,8.866666666666667,3327,2617.2,2013,4668422,0.07126605092684424
30331,tt1988386,Miss Fisher's Murder Mysteries,2.0,2013.5,3.0,2012.0,7.93076923076923,4202,4036.6666666666665,2013,4668422,0.09000900090009001
30397,tt2006374,Copper,2.0,2013.0,2.0,2012.0,8.192307692307692,1316,1570.0,2013,4668422,0.028189396759761648
30400,tt2006421,Gran Hotel,3.0,2013.0,3.0,2011.0,8.404545454545454,1900,1240.6666666666667,2013,4668422,0.04069897708476226
30476,tt2017109,Banshee,1.0,2013.0,4.0,2013.0,8.47,19535,16698.0,2013,4668422,0.41844974597412143
30488,tt2022170,The Client List,2.0,2013.0,2.0,2011.0,7.36,1602,1671.5,2013,4668422,0.034315663836731125
30496,tt2022713,Brickleberry,2.0,2013.5,3.0,2012.0,7.415384615384617,2031,2025.3333333333333,2013,4668422,0.04350506445218534
30567,tt2050064,Kuzey Güney,2.0,2013.0,2.0,2011.0,8.112500000000002,925,1033.5,2013,4668422,0.01981397568600268
30589,tt2056366,The Carrie Diaries,1.0,2013.0,2.0,2013.0,7.615384615384615,2534,2141.5,2013,4668422,0.05427958312251977
30675,tt2071645,The Following,1.0,2013.0,3.0,2013.0,7.533333333333332,17794,12444.0,2013,4668422,0.38115663065592614
30776,tt2085059,Black Mirror,2.0,2013.5,5.0,2011.0,7.925000000000001,178592,191204.2,2013,4668422,3.825532481853611
30794,tt2089467,Talking Dead,3.0,2013.2222222222222,10.0,2011.0,8.16875,952,1010.3,2013,4668422,0.020392329570891408
30832,tt2094262,Da Vinci's Demons,1.0,2013.0,3.0,2013.0,8.275,9488,8239.0,2013,4668422,0.20323783925274966
30859,tt2100976,Impractical Jokers,3.0,2013.2222222222222,10.0,2011.0,8.596875000000002,4842,3473.3333333333335,2013,4668422,0.10371813002337835
30869,tt2103085,Top of the Lake,1.0,2013.0,2.0,2013.0,7.614285714285714,5378,4557.0,2013,4668422,0.11519952566413233
31029,tt2137109,Masters of Sex,1.0,2013.0,4.0,2013.0,8.216666666666667,9482,5480.75,2013,4668422,0.2031093161672188
31086,tt2149175,The Americans,1.0,2013.0,6.0,2013.0,8.299999999999999,25225,17480.0,2013,4668422,0.5403324720858569
31119,tt2155025,Please Like Me,1.0,2013.0,4.0,2013.0,8.049999999999999,2028,2271.0,2013,4668422,0.04344080290941993
31161,tt2164430,A Young Doctor's Notebook & Other Stories,2.0,2013.0,2.0,2012.0,7.800000000000001,931,1220.5,2013,4668422,0.019942498771533507
31194,tt2170584,Video Game High School,2.0,2013.0,3.0,2012.0,8.200000000000001,874,1074.3333333333333,2013,4668422,0.01872152945899064
31235,tt2176287,Comedy Bang! Bang!,2.0,2013.0,5.0,2012.0,8.15,1522,1004.6,2013,4668422,0.032602022696320086
31240,tt2176609,Mob City,1.0,2013.0,1.0,2013.0,7.883333333333334,1793,1793.0,2013,4668422,0.03840698205946249
31253,tt2177489,Baby Daddy,2.0,2013.0,6.0,2012.0,7.925000000000001,2591,2298.0,2013,4668422,0.05550055243506264
31294,tt2183404,Rectify,1.0,2013.0,4.0,2013.0,8.333333333333334,4359,3814.25,2013,4668422,0.09337202163814667
31299,tt2183641,Ripper Street,2.0,2013.0,5.0,2012.0,8.200000000000001,3078,2682.6,2013,4668422,0.06593234287731486
31333,tt2188671,Bates Motel,1.0,2013.0,5.0,2013.0,8.23,23086,17260.2,2013,4668422,0.4945139920941166
31340,tt2189221,Defiance,1.0,2013.0,3.0,2013.0,7.492307692307692,7037,5142.666666666667,2013,4668422,0.15073615881340632
31373,tt2191671,Elementary,2.0,2013.1666666666667,7.0,2012.0,8.079166666666667,22181,17769.285714285714,2013,4668422,0.4751284266932167
31386,tt2193021,Arrow,2.0,2013.142857142857,8.0,2012.0,8.813043478260868,111995,75951.0,2013,4668422,2.3989904940041837
31394,tt2193041,Beauty and the Beast,2.0,2013.3333333333333,4.0,2012.0,8.718181818181817,14176,11073.0,2013,4668422,0.30365721008083674
31397,tt2193053,Cult,1.0,2013.0,1.0,2013.0,7.13076923076923,1171,1171.0,2013,4668422,0.025083422192766634
31488,tt2211129,The Mindy Project,2.0,2013.0,6.0,2012.0,7.936363636363637,6992,4282.666666666667,2013,4668422,0.14977223567192513
31510,tt2215797,Zero Hour,1.0,2013.0,1.0,2013.0,7.4692307692307685,1416,1416.0,2013,4668422,0.03033144818527545
31511,tt2215842,Father Brown,1.0,2013.0,9.0,2013.0,7.529999999999999,3315,2810.25,2013,4668422,0.07100900475578258
31579,tt2226342,Devious Maids,1.0,2013.0,4.0,2013.0,8.176923076923076,3006,2209.5,2013,4668422,0.06439006585094492
31633,tt2234222,Orphan Black,1.0,2013.0,5.0,2013.0,8.440000000000001,19086,13381.6,2013,4668422,0.40883193507356447
31696,tt2243973,Hannibal,1.0,2013.0,3.0,2013.0,8.584615384615384,70747,72728.66666666667,2013,4668422,1.5154371220082503
31720,tt2245988,The Bible,1.0,2013.0,1.0,2013.0,7.6800000000000015,3429,3429.0,2013,4668422,0.07345094338086831
31728,tt2249007,Ray Donovan,1.0,2013.0,7.0,2013.0,8.200000000000001,14007,10016.857142857143,2013,4668422,0.3000371431717184
31736,tt2249364,Broadchurch,1.0,2013.0,3.0,2013.0,8.4,16702,13229.666666666666,2013,4668422,0.3577654290893154
31757,tt2252938,Wander Over Yonder,1.0,2013.0,2.0,2013.0,7.523809523809524,1217,1214.0,2013,4668422,0.026068765848502984
31813,tt2261391,Chicago Fire,3.0,2013.8,11.0,2012.0,8.443478260869567,8718,7387.222222222223,2013,4668422,0.18674404327629335
31825,tt2262532,The Fosters,1.0,2013.0,5.0,2013.0,8.366666666666665,6346,4356.4,2013,4668422,0.13593458346310594
31935,tt2281375,Nashville,2.0,2013.2,6.0,2012.0,7.368181818181818,4071,3396.6666666666665,2013,4668422,0.08720291353266693
31970,tt2288064,Witches of East End,1.0,2013.0,2.0,2013.0,7.970000000000001,3444,3238.5,2013,4668422,0.07377225109469539
32009,tt2293002,Ben 10: Omniverse,5.0,2013.142857142857,8.0,2012.0,8.89,1415,1523.75,2013,4668422,0.030310027671020316
32010,tt2293002,Ben 10: Omniverse,6.0,2013.4285714285713,8.0,2012.0,9.120000000000001,1659,1523.75,2013,4668422,0.035536633149273994
32011,tt2293002,Ben 10: Omniverse,7.0,2013.7142857142858,8.0,2012.0,9.04,1425,1523.75,2013,4668422,0.030524232813571694
32025,tt2294189,The Fall,1.0,2013.0,3.0,2013.0,8.099999999999998,9173,8648.333333333334,2013,4668422,0.19649037726238117
32032,tt2295809,Mistresses,1.0,2013.0,4.0,2013.0,7.999999999999999,2411,1538.25,2013,4668422,0.0516448598691378
32040,tt2296682,Dracula,1.0,2013.0,1.0,2013.0,7.92,6013,6013.0,2013,4668422,0.12880155221614498
32047,tt2297757,Nathan for You,1.0,2013.0,4.0,2013.0,8.549999999999999,4699,4553.25,2013,4668422,0.10065499648489361
32063,tt2298477,Super Fun Night,1.0,2013.0,1.0,2013.0,7.105555555555556,1189,1189.0,2013,4668422,0.02546899144935912
32081,tt2301351,RuPaul's Drag Race All Stars,2.0,2013.8,6.0,2012.0,8.81111111111111,2827,3424.6666666666665,2013,4668422,0.06055579379927521
32114,tt2303687,Line of Duty,2.0,2013.8,6.0,2012.0,8.516666666666666,6335,6729.0,2013,4668422,0.13569895780629943
32125,tt2306299,Vikings,1.0,2013.0,6.0,2013.0,8.246153846153847,51985,61465.0,2013,4668422,1.1135454335533506
32138,tt2309295,Hemlock Grove,1.0,2013.0,3.0,2013.0,7.392307692307693,7820,4581.333333333333,2013,4668422,0.16750842147517941
32151,tt2310212,Mr Selfridge,1.0,2013.0,4.0,2013.0,7.700000000000001,1853,1336.0,2013,4668422,0.03969221291477077
32173,tt2314792,Low Winter Sun,1.0,2013.0,1.0,2013.0,7.51,1625,1625.0,2013,4668422,0.0348083356645993
32176,tt2314952,Comedians in Cars Getting Coffee,3.0,2013.8,11.0,2012.0,7.3428571428571425,2231,2346.181818181818,2013,4668422,0.04778916730321295
32274,tt2329077,Beware the Batman,1.0,2013.0,1.0,2013.0,7.876923076923076,2607,2607.0,2013,4668422,0.05584328066314485
32316,tt2338232,The Michael J. Fox Show,1.0,2013.0,1.0,2013.0,6.899999999999998,1714,1714.0,2013,4668422,0.036714761433306584
32443,tt2355844,Twisted,1.0,2013.0,1.0,2013.0,8.366666666666667,1867,1867.0,2013,4668422,0.039992100114342705
32529,tt2364582,Agents of S.H.I.E.L.D.,1.0,2013.0,7.0,2013.0,8.154545454545454,88679,51750.857142857145,2013,4668422,1.8995497836313855
32567,tt2372162,Orange Is the New Black,1.0,2013.0,7.0,2013.0,8.123076923076923,37731,24285.714285714286,2013,4668422,0.8082174233606131
32575,tt2372220,The White Queen,1.0,2013.0,1.0,2013.0,7.75,4245,4245.0,2013,4668422,0.09093008301306095
32602,tt2375720,The Doctor Blake Mysteries,1.0,2013.0,6.0,2013.0,8.04,1824,1200.3333333333333,2013,4668422,0.03907101800137177
32624,tt2378794,Hello Ladies,1.0,2013.0,2.0,2013.0,7.687499999999999,2552,4134.0,2013,4668422,0.05466515237911226
32652,tt2384811,Utopia,1.0,2013.0,2.0,2013.0,8.466666666666667,5915,5210.5,2013,4668422,0.12670234181914145
32699,tt2391224,The Paradise,2.0,2013.0,2.0,2012.0,7.6875,887,1050.0,2013,4668422,0.018999996144307436
32718,tt2393813,Graceland,1.0,2013.0,3.0,2013.0,8.275,2806,2067.0,2013,4668422,0.060105962999917315
32732,tt2396135,Shetland,1.0,2013.0,7.0,2013.0,7.6,1099,2080.6,2013,4668422,0.023541145166396698
32767,tt2400391,Legit,1.0,2013.0,2.0,2013.0,7.9923076923076914,2076,1687.0,2013,4668422,0.044468987593666555
32781,tt2400736,Trophy Wife,1.0,2013.0,1.0,2013.0,7.590909090909091,1990,1990.0,2013,4668422,0.042626823367724685
32797,tt2402129,King & Maxwell,1.0,2013.0,1.0,2013.0,7.94,1046,1046.0,2013,4668422,0.02240585791087438
32837,tt2406376,The Bridge,1.0,2013.0,2.0,2013.0,7.884615384615385,5214,4127.5,2013,4668422,0.1116865613262897
32874,tt2427220,Crossing Lines,1.0,2013.0,3.0,2013.0,7.969999999999999,3533,2688.0,2013,4668422,0.07567867686340267
32909,tt2433738,Wentworth,1.0,2013.0,9.0,2013.0,8.51,4213,3290.5555555555557,2013,4668422,0.09024462655689652
32928,tt2442560,Peaky Blinders,1.0,2013.0,6.0,2013.0,8.583333333333334,45541,38669.6,2013,4668422,0.9755116396932411
32933,tt2443340,Motive,1.0,2013.0,4.0,2013.0,7.846153846153848,1372,1216.75,2013,4668422,0.02938894555804938
32960,tt2455514,Hulk and the Agents of S.M.A.S.H.,1.0,2013.0,2.0,2013.0,6.884615384615383,1999,1698.0,2013,4668422,0.04281960799602093
32963,tt2455546,Avengers Assemble,2.0,2013.75,5.0,2012.0,7.88076923076923,3267,2668.2,2013,4668422,0.06998082007153594
32986,tt2467372,Brooklyn Nine-Nine,1.0,2013.0,8.0,2013.0,8.045454545454545,68725,44441.875,2013,4668422,1.4721248421843611
33026,tt2480514,In the Flesh,1.0,2013.0,2.0,2013.0,8.266666666666666,1047,1163.5,2013,4668422,0.02242727842512952
33038,tt2487090,Sam & Cat,1.0,2013.0,1.0,2013.0,7.005714285714284,4678,4678.0,2013,4668422,0.10020516568553571
33147,tt2520512,Maron,1.0,2013.0,4.0,2013.0,7.790909090909091,1334,1091.5,2013,4668422,0.028574966016354134
33279,tt2571774,Africa,1.0,2013.0,1.0,2013.0,8.471428571428572,2674,2674.0,2013,4668422,0.0572784551182391
33289,tt2575968,Hinterland,1.0,2013.0,3.0,2013.0,7.6000000000000005,2485,1873.6666666666667,2013,4668422,0.053229977924018006
33302,tt2578508,Inside Amy Schumer,1.0,2013.0,4.0,2013.0,6.88,1887,1651.0,2013,4668422,0.04042051039944546
33323,tt2582590,Vicious,1.0,2013.0,2.0,2013.0,8.342857142857143,1828,1628.5,2013,4668422,0.03915670005839232
33361,tt2610260,Honest Trailers,3.0,2013.125,17.0,2012.0,7.54814814814815,2079,1391.1176470588234,2013,4668422,0.04453324913643197
33362,tt2610260,Honest Trailers,4.0,2013.6875,17.0,2012.0,7.415384615384615,1804,1391.1176470588234,2013,4668422,0.03864260771626901
33422,tt2632424,The Originals,1.0,2013.0,5.0,2013.0,8.89090909090909,33613,20230.8,2013,4668422,0.7200077456579547
33462,tt2647258,Hostages,1.0,2013.0,1.0,2013.0,7.58,2946,2946.0,2013,4668422,0.06310483499563664
33465,tt2647544,Sleepy Hollow,1.0,2013.0,4.0,2013.0,7.884615384615385,13794,8766.0,2013,4668422,0.295474573635374
33469,tt2647548,Dads,1.0,2013.0,1.0,2013.0,6.378947368421052,1891,1891.0,2013,4668422,0.04050619245646602
33470,tt2647586,Resurrection,1.0,2013.0,2.0,2013.0,8.1875,3524,3345.5,2013,4668422,0.07548589223510642
33497,tt2654580,Almost Human,1.0,2013.0,1.0,2013.0,8.169230769230769,11032,11032.0,2013,4668422,0.23631111326268275
33516,tt2660734,The Tomorrow People,1.0,2013.0,1.0,2013.0,8.231818181818182,9425,9425.0,2013,4668422,0.20188834685467594
33517,tt2660806,Mom,1.0,2013.0,8.0,2013.0,7.71818181818182,9131,5902.625,2013,4668422,0.19559071566366537
33601,tt2701582,Endeavour,2.0,2013.2857142857142,8.0,2012.0,8.65,3913,4215.428571428572,2013,4668422,0.08381847228035512
33609,tt2705602,Atlantis,1.0,2013.0,2.0,2013.0,7.307692307692307,2840,2319.5,2013,4668422,0.060834260484592007
33629,tt2710104,The Crazy Ones,1.0,2013.0,1.0,2013.0,7.531818181818179,4857,4857.0,2013,4668422,0.10403943773720542
33630,tt2710394,Reign,1.0,2013.0,4.0,2013.0,8.036363636363635,10196,6058.25,2013,4668422,0.21840356334538738
33637,tt2711738,The Tunnel,1.0,2013.0,3.0,2013.0,7.960000000000001,2689,1988.3333333333333,2013,4668422,0.057599762832066165
33644,tt2712516,The Thundermans,1.0,2013.0,4.0,2013.0,7.44,1325,1396.75,2013,4668422,0.02838218138805789
33648,tt2712612,Drunk History,1.0,2013.0,6.0,2013.0,7.7749999999999995,1733,1267.8333333333333,2013,4668422,0.03712175120415421
33654,tt2712740,The Goldbergs,1.0,2013.0,9.0,2013.0,7.8999999999999995,9383,6290.375,2013,4668422,0.20098868525596014
33727,tt2732442,Star Trek Continues,1.0,2013.0,1.0,2013.0,8.381818181818183,3172,3172.0,2013,4668422,0.06794587121729784
33762,tt2737290,The Millers,1.0,2013.0,2.0,2013.0,7.004347826086955,1941,1177.0,2013,4668422,0.04157721816922292
33787,tt2741602,The Blacklist,1.0,2013.0,9.0,2013.0,8.25909090909091,55817,32049.375,2013,4668422,1.1956288441790395
33874,tt2768802,Mickey Mouse,1.0,2013.0,5.0,2013.0,7.416666666666667,2793,1715.2,2013,4668422,0.05982749631460052
33885,tt2771780,Teen Titans Go!,1.0,2013.0,7.0,2013.0,5.3482758620689665,10123,4565.857142857143,2013,4668422,0.2168398658047623
33923,tt2782214,Monsters vs. Aliens,1.0,2013.0,1.0,2013.0,7.193333333333334,1003,1003.0,2013,4668422,0.021484775797903446
33982,tt2799012,Ravenswood,1.0,2013.0,1.0,2013.0,7.69,1509,1509.0,2013,4668422,0.03232355601100329
33988,tt2802008,Once Upon a Time in Wonderland,1.0,2013.0,1.0,2013.0,7.915384615384615,3354,3354.0,2013,4668422,0.07184440481173296
34150,tt2861424,Rick and Morty,1.0,2013.0,6.0,2013.0,8.645454545454546,136489,111621.4,2013,4668422,2.9236645701695347
34285,tt2922300,Monogatari Series: Second Season,1.0,2013.0,1.0,2013.0,8.615384615384615,2142,2142.0,2013,4668422,0.04588274153450567
34556,tt3012160,Alpha House,1.0,2013.0,2.0,2013.0,7.290909090909091,2207,1423.0,2013,4668422,0.04727507496108964
34558,tt3012184,Betas,1.0,2013.0,1.0,2013.0,6.9363636363636365,1090,1090.0,2013,4668422,0.023348360538100455
34679,tt3061046,Steven Universe,1.0,2013.0,6.0,2013.0,8.053703703703704,62870,30758.333333333332,2013,4668422,1.346707731220528
34685,tt3061050,Clarence,1.0,2013.0,3.0,2013.0,7.363461538461539,3100,1604.6666666666667,2013,4668422,0.0664035941909279
34715,tt3066242,RWBY,2.0,2013.2857142857142,8.0,2012.0,8.608333333333333,2115,2572.5,2013,4668422,0.04530438764961694
